Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,PhotoAmt,AdoptionSpeed
1,2,307,307,2,2,0,0,2,1,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,6.0,3
2,8,266,299,2,6,7,0,2,1,2,2,1,1,1,0,41326,efa9a4be1e2e903503540f01db1766f3,0,2.0,2
2,11,266,266,1,1,2,3,3,1,1,3,3,1,1,0,41326,b07491370c1dba02f0497a8d03c26709,0,0.0,4
2,3,265,0,1,2,5,7,1,2,2,2,1,1,1,160,41326,d121eba0b4260f0b03139f421d15daf3,0,8.0,1
2,1,292,266,2,2,5,0,1,1,2,1,2,1,1,160,41326,81dac8544a05c9fdc6cdb84c97710631,0,5.0,0
2,11,266,0,3,1,4,7,2,1,3,3,2,1,14,0,41401,1a0a6e08b960b04ac1b9a2c0f42c5018,0,3.0,4
1,25,195,0,1,6,7,0,2,3,1,1,2,1,1,100,41326,55f8bf7b06f67e5917f086225aad3e2a,0,2.0,1
2,4,266,0,1,6,7,0,2,1,2,1,2,1,1,0,41401,2ed5e6622e8d49859f21f05895acbb02,0,1.0,1
1,2,307,0,3,1,2,0,2,1,1,1,2,1,12,0,41401,58c88172beae9b13acb65b99eb7be864,0,6.0,3
1,2,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,37c122a1f15a45ae8ea56b0872fd6419,0,7.0,2
2,1,250,0,1,1,0,0,2,1,1,1,2,1,1,0,41401,16abbfb1ff7af2686b1fa418bfdafdef,0,5.0,2
1,2,88,307,2,2,7,0,2,1,3,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,3.0,3
2,10,266,266,2,6,7,0,2,1,1,1,1,1,1,0,41401,d663a74f04013c563757d1d1f39ecb7a,0,3.0,2
1,1,307,307,3,1,2,3,1,1,2,2,2,1,5,0,41401,e500a475c423a25187c41d51e3ca8178,0,1.0,2
2,3,265,266,2,1,2,4,2,2,2,1,2,1,2,0,41327,4ccf1432f64c45f1f54d374643cb363a,0,4.0,3
1,12,195,0,1,1,6,7,2,1,1,1,1,1,1,200,41326,55031315f7bac6061ec15ddcf928185c,0,3.0,1
2,2,285,265,1,7,0,0,2,3,2,1,2,1,1,100,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,5.0,2
2,6,254,303,2,5,6,7,2,1,1,1,1,1,2,50,41326,99c608c0633d9814487d6c682ddae78e,0,2.0,4
1,6,205,182,1,1,2,0,1,3,3,1,2,1,1,300,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,6.0,3
2,1,265,0,3,1,5,7,2,2,2,2,2,1,3,0,41401,bc1f3c7db564d97f6c8822f24e97c435,0,7.0,2
2,1,266,0,1,1,6,0,2,1,2,2,2,1,1,0,41326,cfb5e477dc43e90c78f0d7fb6d215833,1,7.0,2
2,14,254,0,2,1,3,7,1,1,1,1,1,1,1,0,41326,8973c6840875b91925f7d808df7dd8c7,0,1.0,1
2,5,292,0,1,2,0,0,2,2,2,2,2,2,1,0,41326,9020b16961d1baa99a3604fb2221cab1,0,3.0,1
1,12,307,0,2,1,7,0,1,1,2,2,2,1,1,0,41401,a0846c4e33807fc011de2ca5dc2b6250,0,5.0,4
1,12,307,0,2,2,3,0,2,1,2,2,1,1,1,0,41326,25d364ddacb543bb7a291911958af392,0,5.0,4
1,2,307,0,2,1,7,0,2,1,1,1,2,1,1,0,41326,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,1.0,2
1,9,141,227,1,1,0,0,3,1,3,1,2,1,1,0,41336,d581d43be85c983e9b95a2eaaf0d7a8d,0,5.0,2
1,24,307,0,2,1,0,0,2,1,1,2,1,1,1,0,41401,c944889704c7b141cc60760c48682855,0,1.0,4
1,3,307,0,1,1,0,0,2,1,2,2,2,1,2,0,41326,d48a5724005068359e4af9f67c035df0,0,8.0,2
2,1,265,0,2,2,5,7,2,2,2,2,2,1,1,0,41336,84296cd53ffc747a6a0e49c5d5134bfc,0,2.0,1
1,2,307,0,2,1,7,0,2,1,2,1,2,1,1,5,41327,fd970cc91d06d82eebf046340137b272,0,1.0,1
2,4,266,0,3,4,7,0,2,1,2,1,2,1,2,0,41326,28524862fb4125cdeb126f24ca89e75d,0,3.0,1
1,3,307,307,2,1,0,0,2,2,1,1,2,1,1,0,41326,21f17d6e70d487657562df51e532d551,0,9.0,4
2,4,266,0,2,1,0,0,2,1,3,3,2,1,1,100,41401,0fddcc2044ae92f3f70fed837d35e1a6,0,1.0,3
2,24,266,0,2,1,4,7,2,1,3,3,2,1,1,50,41326,45a37134dca131caaecd98957eb3d123,0,1.0,4
1,3,307,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,90191b06d602e8d45b4ce25dd22c6a3e,0,3.0,2
1,60,69,0,2,5,0,0,2,3,1,1,2,2,1,0,41401,dc507b6b7410b40c99ad816f445d9401,0,4.0,3
1,1,307,0,2,1,2,5,2,2,2,2,2,1,1,0,41401,51e1be357201ac5c9ee758096546f846,0,2.0,2
2,2,266,0,2,1,3,0,1,1,1,1,2,1,1,0,41401,3ce3a529ddb132bb1d7ec02d7fa400c6,0,1.0,2
2,2,292,0,2,1,7,0,2,1,2,1,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,2.0,1
2,2,265,0,1,2,0,0,2,2,1,1,3,1,1,0,41326,5bd0848dd25ef2c3d36218fe94e78682,0,5.0,2
2,6,299,0,3,3,4,7,3,2,3,3,3,1,2,0,41326,2f9ab0afc00c24daefed36cd88224ffa,0,11.0,2
1,3,307,307,2,2,7,0,2,2,2,2,2,1,1,0,41332,19cf8268de080f7cd1d85fec047aedfa,0,1.0,4
1,48,182,0,2,1,2,0,1,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,2.0,1
1,1,307,0,2,7,0,0,1,1,2,2,2,1,1,0,41326,f6da5068518d2ddf22e1609734c91b30,0,1.0,1
2,1,241,241,3,1,2,0,1,1,2,2,2,1,4,0,41330,06bfd9cd698f827c1019e6157090b1d7,0,3.0,4
2,10,243,0,1,1,6,7,2,2,1,2,2,1,1,0,41326,8f5fb37f32a030ce8d4ed627356afdd3,0,3.0,2
1,3,307,0,1,7,0,0,2,2,2,2,2,1,1,0,41401,7a0f11aeb121b5ed60d3f193f324bc3d,0,1.0,2
1,3,307,0,2,1,2,7,2,2,2,2,2,1,1,150,41327,9f3a9b7e79ddc6d931a77f1db9bc4031,0,3.0,2
2,12,292,266,3,7,0,0,2,1,1,1,2,1,4,0,41326,2222536cb7776d9584ddb441fd22a91c,0,4.0,1
2,1,265,0,1,3,6,7,2,2,2,1,2,1,2,0,41401,b5950e3453c98daba8642f721ce85ba9,1,9.0,1
2,3,297,0,3,1,3,7,1,2,2,2,2,1,2,0,41326,4d0f4b83bd88ffe0dff2db53746f909b,0,2.0,1
1,48,307,307,1,1,2,0,2,2,1,1,1,1,1,0,41326,8990faa0bc978c8f5604caeca57374ee,0,2.0,2
2,2,266,0,1,2,7,0,1,1,2,2,2,1,1,0,41326,7a30f3374d123b3121145df4b1096dde,0,5.0,2
1,1,307,307,3,1,4,7,2,1,2,2,3,1,5,0,41326,3b0c9361b104a352dc62709fa8e93a47,1,1.0,2
1,1,307,0,2,1,2,0,2,2,2,1,2,1,1,0,41326,3b074cadd2350de62dca7056b9bab6f4,1,13.0,3
1,60,189,0,1,1,0,0,3,1,1,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,0.0,1
2,2,266,266,3,1,6,0,1,2,2,2,2,1,4,0,41326,9e9f7304cd2022597fe58071d9b35375,0,5.0,3
1,15,179,0,1,7,0,0,1,1,1,1,2,1,1,0,41326,2afa5dc6334a2e817ef37e76951d3e2a,1,12.0,2
2,5,265,0,1,6,7,0,2,2,2,2,2,1,1,0,41326,dd7e4618761fb9c590572a6a95cf8df8,0,5.0,1
1,6,307,0,1,2,7,0,1,1,1,1,2,1,1,0,41327,b84a2dd96249074fc4b276e55f608d21,0,2.0,4
2,4,266,0,1,1,7,0,2,1,2,2,2,1,1,0,41326,3f3348ce68fbd660aea357b660d8f388,0,3.0,1
1,24,75,228,1,1,2,5,2,2,1,1,1,1,1,200,41326,2864803699884df90ac135583b02ec70,0,2.0,2
2,1,264,264,1,1,7,0,1,3,2,2,2,1,1,0,41326,1e0b5a458b5b77f5af581d57ebf570b3,0,7.0,2
1,11,205,205,2,1,5,7,1,1,3,3,3,1,1,0,41401,a8f5eae5af76decf3fa7ba4d908c1f7e,0,2.0,3
2,2,266,0,2,1,7,0,1,1,2,3,2,1,1,0,41326,086b127285cf268a1bff66683bf8a9c6,0,1.0,1
2,2,266,0,3,1,2,7,2,1,2,2,2,1,3,1,41326,f41007bf3f44d7e88c5a9fd3583423fc,0,1.0,1
2,24,266,0,1,3,4,0,1,1,3,1,2,2,1,150,41326,001b9870d4db6d26e2b52520dfbce249,0,2.0,4
1,2,213,307,1,2,0,0,2,1,1,1,1,1,5,0,41326,f873597f23a3ac060c5c7c3526b71344,0,3.0,4
2,10,264,0,2,2,7,0,1,3,1,1,1,1,1,0,41326,2f7be0f7838675e7a55c83bffe39b133,0,3.0,3
2,2,306,266,2,1,7,0,1,1,2,1,2,1,1,0,41401,93bfe21e579c6d6f53a54da2c600ed0a,0,2.0,1
1,24,39,0,1,1,7,0,2,3,3,3,1,1,1,0,41401,a93557d27a5e6b2a4c7d5cbc2e1090ac,0,3.0,1
2,36,265,0,3,3,7,0,2,3,2,2,2,1,4,0,41326,2e911d9f836a48dcca12d58c9ba00009,0,2.0,4
2,12,243,292,1,6,7,0,2,1,2,1,2,2,1,0,41401,61d317b08d6431b38cfc920377e2aff3,0,2.0,0
1,2,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41326,91ac499a1f5e20c76d73237acdf920a7,0,3.0,1
2,1,266,266,3,1,2,7,2,1,2,2,2,1,6,100,41401,186e4788b805ba9cbaca6024e979c96f,0,3.0,4
1,2,307,0,1,1,2,0,1,2,2,2,2,1,3,0,41326,c556296168080b6e576647e820903b9d,0,5.0,1
2,3,283,283,3,1,3,7,1,1,2,2,2,1,3,0,41401,ab4b6e9501f59620d20bdf071c18d457,0,1.0,3
1,2,307,0,2,1,0,0,2,2,1,1,2,1,1,0,41326,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,0.0,1
1,12,307,0,2,7,0,0,2,1,3,1,3,1,1,0,41326,39e0becfe7fe8d4089b585a05148dfa7,0,6.0,1
1,2,307,0,1,2,0,0,2,1,3,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,5.0,2
2,3,266,0,2,5,0,0,2,1,1,1,2,1,1,50,41401,dcbe6f49d89b1e5e06429dc599093b96,0,11.0,2
1,1,15,307,3,1,7,0,2,1,2,2,2,1,2,0,41335,d2a7c2889579271a07100d5668f5cf8f,0,3.0,3
2,2,276,299,2,2,5,7,2,3,2,2,2,1,1,100,41326,8480853f516546f6cf33aa88cd76c379,0,1.0,1
1,2,307,0,2,2,7,0,2,1,3,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,9.0,2
1,27,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41326,072a53f58f46ca70dad37d58be33f238,0,1.0,4
1,1,307,0,2,3,5,0,2,2,3,3,3,1,1,0,41324,59dd5e67149bb16fade497f16f091194,0,1.0,4
1,37,307,0,2,1,7,0,2,1,1,1,1,1,1,80,41326,c61b2cc500619c593176f9dac2e5fcd7,1,5.0,3
2,15,265,0,2,7,0,0,2,2,2,1,2,1,1,0,41330,ae45192eedf45300a1e18e419a256151,0,1.0,2
1,13,307,0,1,1,2,3,3,3,1,1,3,1,1,0,41401,c8e61c5b44d4f609e6c3cf9df2b7e27e,0,0.0,4
1,12,307,0,2,2,4,0,1,1,1,1,1,1,1,0,41401,47b0446e8093eae18694f7f62c1d8ab1,0,8.0,4
1,3,103,307,1,1,2,0,3,2,2,1,2,2,1,300,41326,1d3441a8f19d8fc42969688b4d2be2f6,0,3.0,1
1,3,307,0,3,1,0,0,2,1,2,2,2,1,2,0,41336,261ecef1b6d843ef46ffdaa5e938481b,0,3.0,2
1,12,307,0,2,5,0,0,2,1,1,1,1,1,1,0,41401,8c7d30da6b147642255b263bc0226583,0,5.0,4
2,3,266,0,1,1,5,6,3,1,2,2,2,1,1,0,41326,253ffb8e460b67e342023a5563fb2e3c,0,7.0,2
2,0,265,0,1,2,5,0,1,2,2,2,2,1,1,0,41326,32856657cf2e52ef734ef4e93f460033,0,4.0,0
2,14,266,0,2,1,7,0,2,1,1,1,1,1,1,0,41336,e41c782597de68511e16c15feacc39e2,0,9.0,3
2,5,303,254,3,1,4,7,1,1,1,1,2,1,4,0,41326,d835d7d98b94ec261d6d889a39eaed73,0,8.0,2
1,24,307,0,1,2,7,0,2,1,2,2,2,1,1,0,41336,53b2190d32ed23e43daf8b6bb7ca4231,0,3.0,3
1,1,307,0,2,2,0,0,3,1,2,1,2,2,1,0,41401,0d53d08c827fce7c33bbb18c26241a6f,0,3.0,4
2,2,283,0,3,1,2,4,1,1,3,3,3,1,3,0,41401,0428769cfe7aa14ac9085a4f11dcb961,0,2.0,4
1,12,307,0,3,1,7,0,3,1,2,1,2,1,2,0,41326,131ac871fe07925bd807682d4e9642c3,0,5.0,3
1,0,307,0,3,1,2,7,2,2,3,3,3,1,7,0,41326,eec6f6eaea29c2a21be4e5935eab66a9,0,5.0,3
2,4,285,265,2,7,0,0,2,3,2,1,2,1,1,300,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,4.0,1
1,11,189,0,2,1,2,0,3,1,1,1,1,1,1,400,41326,37c122a1f15a45ae8ea56b0872fd6419,0,7.0,3
2,3,266,0,2,1,2,7,1,1,1,1,2,1,1,0,41326,0a922c2769353cb16a55f255d0379eb7,0,1.0,2
2,7,266,0,2,1,2,7,2,1,1,1,2,1,2,0,41326,a83a031711e9f54e4d7391b567bc8213,0,5.0,4
2,1,265,264,3,1,6,7,2,2,1,1,3,1,4,0,41401,c2c6cdbdeb122dbbfc2c289a17573cae,0,4.0,3
1,24,307,0,2,2,0,0,3,2,3,3,3,1,1,0,41327,cac134c385c8dafbab554af1fab9fdd8,0,3.0,4
1,1,307,307,2,1,2,0,2,2,2,2,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,1.0,3
2,84,266,0,1,1,6,7,3,1,1,1,1,1,1,0,41401,7d7428b9fda08763cbfe333a7713687b,0,5.0,4
1,3,307,0,2,1,0,0,2,1,2,1,2,1,1,0,41326,7a22a977b447e38f94017409294d1932,0,2.0,2
1,1,307,0,2,1,0,0,3,1,1,1,2,1,2,0,41401,5785cccdcf0afd37d671c9e1678488fb,0,1.0,2
1,9,307,0,1,2,0,0,2,2,1,1,1,1,1,0,41325,0bd4e5af6802149d0fe25ace297d30a3,0,5.0,3
2,3,243,0,3,6,7,0,1,1,2,2,2,1,2,0,41401,aec410089d49467c93014588308c8580,0,2.0,1
1,2,307,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,a042471e0f43f2cf707104a1a138a7df,0,8.0,3
1,1,307,0,2,1,2,6,2,2,2,2,2,1,1,0,41326,db784cbcf321e1d8856b312638b94113,0,4.0,2
2,2,265,0,3,1,6,7,1,2,2,2,2,1,7,0,41327,d4114079d327589fed5b4a0526a657af,0,3.0,2
1,84,307,0,1,4,0,0,2,2,1,1,1,1,1,0,41327,2d0e544219a8337d666e8ab00944e04f,0,1.0,4
1,48,189,0,2,1,2,3,3,2,1,1,2,1,1,0,41330,a97115311625c30d514bd1a0f8f2d39d,0,1.0,1
2,16,266,0,2,1,6,0,2,2,1,1,1,1,1,0,41401,e12c169309718b492263c874a1d7b88a,0,3.0,4
2,6,287,0,1,3,7,0,2,2,2,1,2,1,1,0,41401,12ebb34a5ca95e3811b35b01621e8cfd,0,9.0,1
2,22,285,0,2,2,3,7,2,3,1,1,1,1,1,0,41401,72b60b907f1c18e7a54ad58769e43ce1,0,5.0,1
1,48,307,0,1,1,2,0,2,1,2,3,2,1,1,0,41327,3c082be835d041d5632b55c4ab6223e1,0,2.0,3
1,12,307,0,1,2,3,5,2,1,2,2,2,1,1,0,41326,3d7ca3cab309518e6512aa02984e809e,0,5.0,4
2,2,266,254,3,1,4,7,1,1,2,2,2,2,4,100,41336,e4ca268276aa0b1b5fd1010315305768,0,6.0,3
2,2,266,0,3,1,2,7,2,1,2,2,2,1,5,0,41326,85e097c832979ce1e34438cecb9d204f,0,4.0,3
2,2,266,0,1,1,7,0,2,1,2,2,2,1,1,0,41401,d7cf4662cc0b42ab8c2c46ea1e475f56,0,6.0,3
2,9,266,299,1,3,0,0,2,1,2,2,2,1,1,0,41326,f3af605bd0505d318bd1172709b3dff7,0,5.0,1
1,12,307,0,3,1,2,7,2,1,2,3,2,1,3,0,41326,8d413d99d41394f70d5c590253f80f54,0,3.0,1
1,2,307,307,2,1,4,7,2,2,2,2,2,1,1,0,41326,3b4eefa2ea39e2363ef3d835499f2da1,0,4.0,4
1,2,307,218,2,2,7,0,2,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,3.0,1
2,6,266,0,1,6,0,0,2,1,1,1,1,1,2,0,41401,53482c4da217ccabd5b6926613e9b15e,0,5.0,4
2,10,266,0,2,4,0,0,2,1,1,1,1,1,1,0,41401,930a31cee18dfc2911633da8668a0e3b,0,8.0,3
2,3,266,0,1,1,6,7,1,1,1,1,2,1,1,0,41326,84c5db88b1d855ffc42615c133f5dd9e,0,7.0,1
1,24,307,0,1,2,7,0,2,1,3,3,3,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,2.0,4
1,72,307,0,2,1,2,0,2,1,1,1,2,1,2,0,41336,18a91a6f30c32926c411e88b3820c1ec,0,5.0,4
1,1,307,0,1,1,2,0,2,2,3,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,1.0,3
2,3,266,0,2,2,4,7,2,1,1,1,2,1,1,50,41401,0ffd005c761b73081694be3cc3913ff3,0,6.0,4
1,1,307,0,3,1,2,7,2,1,2,2,2,1,7,0,41326,b8d69711a45c3a63c119796ea08c5c20,0,6.0,1
2,2,266,0,2,4,5,7,1,1,3,3,3,1,1,0,41401,a32188df3a904590022aaa63a02b90a3,0,2.0,1
2,7,292,266,2,2,5,0,2,1,2,1,1,1,1,50,41326,07e7987755148077ed042022a44e1922,0,4.0,1
2,9,254,0,2,1,4,7,2,2,1,1,2,1,1,0,41332,c615548c8536989d6ff41c0428b59496,0,4.0,2
2,12,292,0,1,2,5,0,3,1,2,1,2,2,1,0,41326,76efceaaf437f4b737caf8e0c42b37c0,0,3.0,3
2,3,266,0,2,4,6,7,3,1,1,1,1,1,1,100,41326,001e42763024f9d4abe31e79472b1827,0,2.0,4
1,2,307,307,1,4,5,7,2,1,2,2,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,2.0,1
1,1,307,0,2,2,0,0,2,1,2,2,2,1,2,0,41326,25184a55b5ab6203e15df42feae46a11,0,13.0,2
1,36,307,0,2,2,0,0,2,1,1,2,1,1,1,0,41326,785173b037a4ce670b930f20e704fe15,0,2.0,4
1,32,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41326,dfa2739c7ddc7a42212d18b8cb2c02d1,0,1.0,4
1,3,307,0,3,1,7,0,1,1,3,3,3,1,5,0,41326,a7cde9aaf721ed0052422e4d2e927228,0,5.0,2
2,1,266,0,1,1,6,7,2,1,2,1,2,1,1,0,41326,e62135526c27156b8479420aad166317,0,3.0,1
2,23,264,0,1,6,7,0,3,3,1,1,2,1,1,0,41326,c5c614d2a29451bfb548ffb3309ff5bd,0,4.0,1
1,12,307,0,2,7,0,0,3,1,3,3,3,1,1,0,41401,1e9041ee35f519426f90c0b56645e4fe,0,3.0,4
2,9,264,0,1,1,7,0,2,3,2,1,2,2,1,0,41401,2ed5e6622e8d49859f21f05895acbb02,0,2.0,4
2,6,299,0,1,3,5,0,2,1,2,2,2,1,1,50,41326,95eab75701bfbddafb9e1e01e1ee9214,0,3.0,2
1,72,205,205,2,5,6,7,2,3,3,3,2,2,1,0,41401,27083c7f0a040994ca84395f4b17d80b,0,6.0,0
1,2,307,0,2,1,2,0,2,1,1,1,1,1,1,0,41326,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,8.0,3
1,4,195,179,2,7,0,0,1,1,1,1,2,1,1,400,41326,80ca526fbefbe54b612cb7d560e66b93,0,5.0,0
1,1,213,307,3,1,2,7,2,2,2,1,2,1,2,0,41326,a042471e0f43f2cf707104a1a138a7df,0,13.0,2
1,12,307,0,2,7,0,0,2,3,3,3,3,1,1,0,41326,238dbec3879d9f4c029939108a908e28,0,2.0,3
1,2,307,307,3,5,7,0,2,1,2,2,2,1,6,0,41326,fbe18773612cd7ab7a818cdc0b0da4c5,0,5.0,3
1,2,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41326,2e53c8cd2454a77eb195a039ee28b8f6,0,1.0,2
1,5,307,0,2,1,0,0,2,1,1,1,1,1,1,250,41326,64830d997df61feeed4cc0e06bbc4dc8,1,4.0,4
1,1,218,205,3,1,5,7,2,2,2,2,2,1,4,0,41326,236fe613def512f6a113b74e701b305e,0,2.0,1
1,2,307,0,2,1,2,5,2,2,1,1,2,1,1,0,41327,fd970cc91d06d82eebf046340137b272,0,4.0,3
2,1,266,0,2,1,6,7,1,1,2,1,2,1,1,0,41327,2acffed278c0095e53be83c6dbd1a352,0,2.0,2
1,2,307,0,2,5,0,0,2,1,2,2,2,1,2,0,41326,cb7bbc9026aa264017b555c8afa757bb,0,4.0,0
1,81,119,307,1,1,7,0,2,2,2,1,2,1,1,0,41401,7749eb06021e89d878720e73dbf4d0b8,0,1.0,3
1,1,307,0,2,1,2,7,3,3,2,1,2,1,1,0,41326,bfd307c32c51668f1a0301c40ec2e876,0,4.0,2
1,4,307,189,1,1,2,0,2,1,2,2,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,2.0,1
2,12,266,0,1,2,0,0,1,1,1,1,1,1,1,0,41326,d474a4f7f552dd86a00f22c95de26540,0,4.0,2
2,2,265,0,3,1,7,0,1,2,2,1,2,1,2,0,41326,0c5898c08aa7c2542924d1b93b9acead,0,13.0,2
2,2,299,299,2,6,0,0,1,1,3,3,2,1,1,0,41326,635162eb7899fbb58031bb637ad19a51,0,0.0,4
1,1,307,0,3,3,5,0,2,1,2,1,2,1,2,0,41401,3e5a0528c2f322f70a57772309ba349b,0,1.0,4
1,36,307,0,2,5,0,0,3,1,1,1,3,1,1,100,41327,fdd8882578638ef820a4f70343c1b167,0,1.0,4
1,2,147,0,1,7,0,0,1,3,1,1,2,1,1,200,41326,881437284a131a4d83d44f6ac42b4f54,0,0.0,3
1,12,307,200,1,1,5,0,2,1,3,3,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,1.0,2
1,3,307,0,1,2,0,0,2,2,1,1,2,1,1,50,41326,55bc38b122aea92ac3cd50b51eb2e1d6,0,2.0,4
1,0,307,0,2,2,0,0,2,2,2,2,2,1,1,0,41326,078ac8242f2afe6f702814bc6d8c7823,0,5.0,1
2,9,292,266,1,5,0,0,2,1,1,1,1,1,2,0,41326,a0c4b7d2fb21f996ff8e8b8512b70bc6,0,3.0,1
2,4,264,0,2,1,2,0,2,3,1,1,2,1,1,0,41336,3d0c97803ffcfd6302503a8df7dc90be,0,3.0,0
1,14,307,0,2,2,3,5,1,1,1,1,1,1,1,0,41326,d372aa7115ee3c2e5e4796462dec984b,0,4.0,3
1,2,307,307,2,1,2,0,2,1,2,2,2,1,1,0,41325,8ab532df636789b0848da0461740e762,0,1.0,2
2,4,254,266,2,1,2,7,2,1,1,1,1,1,1,50,41326,6842e4eee37d89afb73e4254fd198bcb,0,9.0,2
2,2,285,264,2,1,2,5,2,3,2,1,2,1,1,100,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,5.0,1
1,12,20,213,1,1,2,7,2,1,1,1,1,1,1,0,41336,db2c7368512839ef5c555202d8e48909,0,2.0,4
2,3,266,0,2,1,7,0,2,1,2,1,2,1,1,0,41324,77da079a7a563fd07605acf50078ff57,0,3.0,2
2,6,265,0,1,1,0,0,2,3,1,1,1,1,1,0,41401,56564c7f36a66090eeb832a191c7433f,0,1.0,4
2,3,265,0,1,1,7,0,1,2,2,2,2,1,1,80,41342,163a8c6ce5f9abf3ef10d23ea941174c,0,3.0,4
2,1,265,0,2,1,0,0,2,2,1,1,2,1,1,0,41326,18b8df2e7b53c2c47ad8296a318b77b1,1,2.0,1
2,2,266,0,1,1,7,0,2,2,2,1,2,1,1,0,41326,95f2bb979bc6e289056ad0e2501b41ee,0,4.0,3
1,3,307,0,1,1,2,0,1,1,1,1,2,1,1,0,41326,f6d023f99de928b7ef83eee487122724,0,3.0,1
1,2,307,78,2,1,2,0,2,2,2,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,11.0,2
2,1,266,0,3,1,2,3,2,1,2,2,2,1,5,0,41326,a189a0bf4ace214a5a6549fa4c9c85a3,0,3.0,4
1,8,307,0,2,2,0,0,2,2,1,1,1,1,1,0,41336,84296cd53ffc747a6a0e49c5d5134bfc,0,1.0,3
2,6,266,0,1,1,3,0,3,1,1,1,1,1,2,60,41326,5d5d013276d2aef011ada987dab00f82,0,3.0,4
1,2,307,0,3,1,2,5,2,1,2,2,2,1,2,0,41326,e152e5e40576eadf4b1a286a1d3baf13,0,4.0,3
1,2,307,0,3,5,7,0,2,1,1,1,2,1,3,0,41326,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,11.0,3
2,3,266,0,2,6,7,0,2,1,1,1,2,1,1,0,41401,ade404aff4df59c811a26246f3b10b20,1,3.0,2
2,12,300,300,3,2,6,0,2,1,2,2,1,1,2,0,41336,74234ead2eb56f108b1afd6985c37164,0,2.0,3
1,1,307,0,2,2,0,0,2,2,2,2,2,1,2,0,41326,ade9175321e7b4653813b76e4b280cf5,0,2.0,3
1,3,307,0,1,2,0,0,2,2,3,3,3,1,1,0,41326,a1d05d8b7a267cca9cfef3f885afa9a4,0,5.0,0
1,1,307,0,1,2,7,0,2,2,2,2,2,1,1,0,41401,51e1be357201ac5c9ee758096546f846,0,12.0,1
1,48,205,195,2,5,7,0,1,2,1,1,1,1,2,330,41326,89e38f1dc3b54154d9f976e67012ecc6,0,4.0,1
2,3,266,0,2,1,7,0,1,1,2,2,2,1,1,0,41401,0a78415d8e73d890e00929bc72bf4511,0,1.0,2
2,1,265,285,3,1,6,7,1,2,2,1,2,1,3,150,41326,1d3441a8f19d8fc42969688b4d2be2f6,0,8.0,1
1,36,179,0,1,2,0,0,2,3,1,1,2,1,1,150,41401,8bb867760c90eac19fa0279fc72c62c7,0,3.0,2
2,2,254,254,3,1,6,7,2,1,2,1,2,1,2,0,41326,96500c1e88f021521484782cd9124e66,1,2.0,1
2,4,299,0,1,1,2,3,2,1,1,1,2,1,1,0,41336,bbaf394a0560d87271f2f31ce1605740,0,5.0,2
2,3,266,0,1,1,0,0,2,1,2,2,2,1,1,0,41326,95eab75701bfbddafb9e1e01e1ee9214,0,2.0,2
2,2,285,266,3,7,0,0,2,2,2,2,2,1,2,300,41326,5bfc4398cf03a2a9a87cf19c8b9cf373,0,3.0,1
1,12,307,0,2,7,0,0,2,1,3,3,3,2,1,0,41326,41b7a62f63f7695f91eff9ff2c630a4e,0,3.0,4
2,15,266,0,1,2,7,0,2,1,1,1,1,1,1,0,41327,df0545c390a9e4eefbc33e6abc5f77a5,0,4.0,4
